epoch,train_accuracy,val_accuracy,train_loss,val_loss
1,0.7280701754385965,0.7142857142857143,1.9818604829018576,1.5871248302005587
2,0.7280701754385965,0.7142857142857143,1.215312307341057,1.252363023303804
3,0.7280701754385965,0.7142857142857143,1.2364630191995387,1.2536426924523854
4,0.7280701754385965,0.7142857142857143,1.2273880849804795,1.1877190726143974
5,0.7280701754385965,0.7142857142857143,1.148409537056036,1.1951258125759305
6,0.7280701754385965,0.7142857142857143,1.1605871246572126,1.2036491362821489
7,0.7280701754385965,0.7142857142857143,1.178156500322777,1.2022891016233535
8,0.7280701754385965,0.7142857142857143,1.1834181202085394,1.1891914804776509
9,0.7280701754385965,0.7142857142857143,1.1583743461391383,1.1955309041908808
10,0.7280701754385965,0.7142857142857143,1.1595531304677327,1.1916251736027854
11,0.7280701754385965,0.7142857142857143,1.1617950755253172,1.189658956868308
12,0.7280701754385965,0.7142857142857143,1.1416408482350802,1.1998644641467504
13,0.7280701754385965,0.7142857142857143,1.1555659164462173,1.192373867545809
14,0.7280701754385965,0.7142857142857143,1.1436131026661187,1.1939770465805417
15,0.7280701754385965,0.7142857142857143,1.1702979081555416,1.184372108607065
16,0.7280701754385965,0.7142857142857143,1.1434700980521084,1.1969831770374662
17,0.7280701754385965,0.7142857142857143,1.1478854543284367,1.193999293304625
18,0.7280701754385965,0.7142857142857143,1.1660299682826327,1.1822167791071392
19,0.7280701754385965,0.7142857142857143,1.1582529387975995,1.1851383788245065
20,0.7280701754385965,0.7142857142857143,1.137367216118595,1.202200262319474
21,0.7280701754385965,0.7142857142857143,1.2000009720785576,1.1843576629956563
22,0.7280701754385965,0.7142857142857143,1.1361845245486812,1.195291476590293
23,0.7280701754385965,0.7142857142857143,1.1459070909441562,1.1945854482196627
24,0.7280701754385965,0.7142857142857143,1.1588049384585597,1.1794720817179907
25,0.7280701754385965,0.7142857142857143,1.1370962382408611,1.1796206093969799
26,0.7280701754385965,0.7142857142857143,1.136711100737254,1.1864206932839894
27,0.7280701754385965,0.7142857142857143,1.1595312702028375,1.17564923564593
28,0.7280701754385965,0.7142857142857143,1.1264530598071583,1.1870206935065133
29,0.7280701754385965,0.7142857142857143,1.145283855889973,1.18582221865654
30,0.7280701754385965,0.7142857142857143,1.1561167344712375,1.173693170150121
31,0.7280701754385965,0.7142857142857143,1.1247503265999912,1.1845133503278096
32,0.7280701754385965,0.7142857142857143,1.152721284251464,1.1780143607230413
33,0.7280701754385965,0.7142857142857143,1.1451108225604945,1.1789336516743614
34,0.7280701754385965,0.7142857142857143,1.136619584602222,1.183858620268958
35,0.7280701754385965,0.7142857142857143,1.1491414956879198,1.1719400712421961
36,0.7280701754385965,0.7142857142857143,1.1590670436097865,1.1664992996624537
37,0.7280701754385965,0.7142857142857143,1.1228404348356682,1.1808627645174663
38,0.7280701754385965,0.7142857142857143,1.1550442618236207,1.1709465299333846
39,0.7280701754385965,0.7142857142857143,1.1278510778619533,1.169095299073628
40,0.7280701754385965,0.7142857142857143,1.157009996865925,1.1611426387514387
41,0.7280701754385965,0.7142857142857143,1.1151427616152847,1.1759203998815446
42,0.7280701754385965,0.7142857142857143,1.15436816947502,1.1675372237250918
43,0.7280701754385965,0.7142857142857143,1.127643578930905,1.1623832966600145
44,0.7280701754385965,0.7142857142857143,1.1354767889307256,1.155186409041995
45,0.7280701754385965,0.7142857142857143,1.1140824760261334,1.1651163214728946
46,0.7280701754385965,0.7142857142857143,1.1511102899124748,1.150878911926633
47,0.7280701754385965,0.7142857142857143,1.1148936298855565,1.157960227557591
48,0.7280701754385965,0.7142857142857143,1.136357607548697,1.1518456240495045
49,0.7280701754385965,0.7142857142857143,1.1193289249612575,1.1518279768171764
50,0.7280701754385965,0.7142857142857143,1.1367137160217553,1.1440957302138919
51,0.7280701754385965,0.7142857142857143,1.130435193839826,1.1458921773093087
52,0.7280701754385965,0.7142857142857143,1.1160101519342054,1.161054784343356
53,0.7280701754385965,0.7142857142857143,1.128292693380724,1.139442333153316
54,0.7280701754385965,0.7142857142857143,1.1164138975896334,1.1238186458746593
55,0.7280701754385965,0.7142857142857143,1.1123634948019396,1.1252457655611492
56,0.7280701754385965,0.7142857142857143,1.0997996037466484,1.1250536569527216
57,0.7280701754385965,0.7142857142857143,1.1211105355045252,1.1218540640104384
58,0.7280701754385965,0.7142857142857143,1.1084914144716764,1.12928906083107
59,0.7280701754385965,0.7142857142857143,1.1145364589858473,1.123175670703252
60,0.7280701754385965,0.7142857142857143,1.1233066738697521,1.1024719391550337
61,0.7280701754385965,0.7142857142857143,1.1023703050195126,1.0921427650111062
62,0.7280701754385965,0.7142857142857143,1.1030160408270986,1.0910722017288208
63,0.7280701754385965,0.7142857142857143,1.1015569682706867,1.084673244328726
64,0.7280701754385965,0.7142857142857143,1.0846461716451143,1.085111575467246
65,0.7280701754385965,0.7142857142857143,1.1130640213949639,1.0678084464300246
66,0.7280701754385965,0.7142857142857143,1.0811506881002795,1.074866567339216
67,0.7280701754385965,0.7142857142857143,1.0905801099643373,1.0701643143381392
68,0.7280701754385965,0.7142857142857143,1.1111875688820554,1.0421209505626134
69,0.7280701754385965,0.7142857142857143,1.06379672205239,1.0413924342110044
70,0.7280701754385965,0.7142857142857143,1.0866356743009467,1.020696296578362
71,0.7280701754385965,0.7142857142857143,1.0901658827798408,1.0076606245267958
72,0.7280701754385965,0.7142857142857143,1.0554723598455127,1.0122931315785362
73,0.7280701754385965,0.7142857142857143,1.0810298700081675,0.9832052687803904
74,0.7280701754385965,0.7142857142857143,1.046674775449853,0.9745270553089324
75,0.7280701754385965,0.7142857142857143,1.0441062617720218,0.9502902697949183
76,0.7280701754385965,0.7142857142857143,1.0296653049033986,0.9560415404183524
77,0.7280701754385965,0.7142857142857143,1.061070860477916,0.91519514861561
78,0.7280701754385965,0.7142857142857143,1.0660672689739026,0.915002432607469
79,0.7280701754385965,0.7142857142857143,1.0252900541874401,0.9377032220363617
80,0.7280701754385965,0.7142857142857143,1.0461043537708752,0.881212782292139
81,0.7280701754385965,0.7142857142857143,0.9948682554981165,0.85372746132669
82,0.7280701754385965,0.7142857142857143,1.0420384417500412,0.8251577700887408
